RefSeq	Symbol	Chr	Start	End	Strand	txLength	countLength	Cond1_Samp1	Cond1_Samp2	Cond2_Samp1	Cond2_Samp2	Cond3_Samp1	Cond3_Samp2	Cond4_Samp1	Cond5_Samp2
NM_001163276	MED16	chr10	79357451	79371683	-	14232	3215	391	520	184	211	388	369	375	354
NM_026039	MED18	chr4	132014643	132019836	-	5193	1677	52	97	63	104	56	67	38	22
NM_020048	MED20	chr17	47748544	47761367	+	12823	2040	519	593	815	745	693	665	524	528
NM_025315	MED21	chr6	146591100	146599122	+	8022	780	330	488	410	444	482	386	467	409
NM_029365	MED25	chr7	52134755	52147736	-	12981	2271	464	619	648	609	774	818	601	489
NM_026896	MED27	chr2	29202329	29380310	+	177981	1260	78	118	192	157	223	215	87	106
NM_001104557	MED7	chr11	46250448	46256223	+	5775	2222	213	317	363	390	404	362	172	220
NM_001290688	MED8	chr4	118081941	118088429	+	6488	1847	257	346	323	306	938	866	402	352
NM_001291195	MEF2A	chr7	74376048	74517744	-	141696	5514	859	970	753	754	758	708	929	1026
NM_025282	MEF2C	chr13	83643032	83806684	+	163652	6325	0	1	1	0	1	0	0	0
NM_001001979	MEGF10	chr18	57292743	57457121	+	164378	7514	157	127	112	331	4	2	34	29
NM_001134399	MEGF11	chr9	64233432	64557012	+	323580	6018	7	7	4	6	6	6	0	7
NM_175213	MEI4	chr9	81757350	81921098	+	163748	3061	0	0	0	0	0	0	0	0
NM_001193271	MEIS1	chr11	18780430	18918972	-	138542	3441	742	664	691	427	232	216	181	111
NM_010790	MELK	chr4	44313788	44377547	+	63759	2914	46	354	34	182	151	175	12	11
NM_010791	MEOX1	chr11	101738823	101755668	-	16845	2208	0	0	0	0	0	0	0	0
NM_008584	MEOX2	chr12	37835132	37906115	+	70983	2348	0	0	1	0	0	0	0	0
NM_008585	MEP1A	chr17	43611277	43639722	-	28445	2923	10	4	1	0	0	0	0	2
NM_144913	MEPCE	chr5	138223133	138227929	-	4796	3166	565	874	642	838	962	902	707	602
NM_053172	MEPE	chr5	104754347	104767630	+	13283	1682	0	0	0	0	0	0	0	0
NM_008587	MERTK	chr2	128524732	128627924	+	103192	3555	432	86	622	163	252	153	138	440
NM_023403	MESDC2	chr7	91040509	91050042	+	9533	4492	1704	1767	1615	1473	1780	1703	1047	972
NM_001252293	MEST	chr6	30683505	30698466	+	14961	1474	603	65	152	22	631	633	582	133
NM_175224	METAP1	chr3	138121923	138152346	-	30423	2549	469	743	1008	1134	1291	1251	586	649
NM_025633	METAP1D	chr2	71291394	71363248	+	71854	1259	343	213	204	108	169	187	310	236
NM_019648	METAP2	chr10	93321234	93353947	-	32713	4989	943	1667	1586	1546	2787	2676	1222	1145
NM_144797	METRNL	chr11	121563740	121578703	+	14963	2468	409	273	967	1874	283	323	91	135
NM_001143956	METTL11B	chr1	165633123	165655363	-	22240	1053	0	0	0	0	0	0	0	0
NM_026197	METTL16	chr11	74584364	74632194	+	47830	2718	327	700	539	563	780	705	534	564
NM_172567	METTL2A	chr11	104987738	105002460	+	14722	2619	301	382	556	475	450	472	276	235
NM_025907	METTL6	chr14	32291983	32308163	-	16180	1905	399	536	551	638	560	512	327	251
NM_027853	METTL7B	chr10	128395332	128398044	-	2712	1219	2	5	2	3	12	21	666	289
NM_175366	MEX3B	chr7	90015842	90020086	+	4244	3416	204	105	23	66	56	59	67	35
NM_001039214	MEX3C	chr18	73732358	73752232	+	19874	4080	1232	1675	995	1274	882	817	821	775
NM_026220	MFAP1	chr2	121318416	121332392	-	13976	3419	918	945	1102	974	927	884	1186	1014
NM_001293769	MFAP3L	chr8	63111621	63155528	+	43907	5942	40	119	67	416	29	30	16	40
NM_001045489	MFGE8	chr7	86278653	86293946	-	15293	2015	1742	1265	1460	1066	163	130	312	150
NM_001081279	MFHAS1	chr8	36650851	36742503	+	91652	6225	801	801	520	341	222	256	199	278
NM_026660	MFSD10	chr5	34976295	34979763	-	3468	1827	406	592	430	453	408	399	271	208
NM_178620	MFSD11	chr11	116715328	116736951	+	21623	3105	738	636	262	219	366	404	493	447
NM_001033488	MFSD2B	chr12	4869243	4881165	-	11922	3125	7	2	4	1	4	6	4	9
NM_027122	MFSD3	chr15	76531971	76534669	+	2698	1747	97	99	95	60	157	182	266	254
NM_172510	MFSD4	chr1	133923197	133964639	-	41442	2662	53	91	34	85	55	45	100	100
NM_134100	MFSD5	chr15	102109886	102112175	+	2289	1742	904	1024	964	835	661	711	593	545
NM_146004	MFSD6L	chr11	68369687	68371747	+	2060	2060	0	0	1	0	0	0	0	0
NM_172883	MFSD7	chr5	108870072	108877910	-	7838	2508	7	17	7	3	7	2	54	52
NM_013720	MGA	chr2	119722963	119795317	+	72354	13931	1719	1900	1964	1807	1724	1348	1320	1484
NM_146035	MGAT2	chr12	70285144	70287760	+	2616	2616	917	1479	2081	1985	814	853	460	498
NM_010795	MGAT3	chr15	80004150	80045949	+	41799	4665	1045	1057	447	345	136	128	81	57
NM_023799	MGEA5	chr19	45824748	45857781	-	33033	4797	2155	2546	2608	3396	2489	2289	1894	1991
NM_011844	MGLL	chr6	88674405	88778354	+	103949	3676	2	4	0	3	123	120	299	340
NM_174995	MGST2	chr3	51465114	51486597	+	21483	589	16	37	5	18	6	28	72	51
NM_025569	MGST3	chr1	169302514	169323928	-	21414	635	342	606	261	358	3654	4725	2341	1800
NM_177282	MICAL2	chr7	119369349	119498708	+	129359	6689	673	927	574	885	903	654	641	744
NM_027587	MICALCL	chr7	119511821	119556618	+	44797	2397	7	11	4	8	24	15	11	27
NM_177461	MICALL1	chr15	78939412	78967331	+	27919	5713	526	544	972	935	1094	1305	1678	1521
NM_174850	MICALL2	chr5	140182646	140212287	-	29641	3346	541	1071	319	359	104	117	105	107
NM_030110	MICU3	chr8	41393404	41471658	+	78254	3268	105	91	160	125	148	129	110	101
NM_026524	MID1IP1	chrX	10294490	10296828	+	2338	2056	449	651	314	347	419	487	1629	932
NM_001286222	MIER1	chr4	102786994	102838359	+	51365	4835	717	804	515	536	584	488	638	518
NM_172593	MIER3	chr13	112476385	112508802	+	32417	5277	347	355	281	243	315	267	399	338
NM_010798	MIF	chr10	75322097	75322995	-	898	554	555	1256	611	1197	475	607	1151	1897
NM_001243587	MIF4GD	chr11	115469232	115474283	-	5051	1314	131	152	70	51	690	547	1017	900
NM_001025365	MIIP	chr4	147234886	147242828	-	7942	1813	31	83	44	68	83	94	92	87
NM_025910	MINA	chr16	59471600	59492277	+	20677	1348	118	213	222	178	344	399	182	213
NM_025642	MIS18A	chr16	90719556	90727616	-	8060	1300	101	232	74	180	159	153	60	40
NM_172578	MIS18BP1	chr12	66233720	66273567	-	39847	4017	77	530	72	365	221	231	22	25
NM_026913	MITD1	chr1	37935734	37947256	-	11522	1229	191	363	156	158	144	107	105	80
NM_001081117	MKI67	chr7	142881470	142908062	-	26592	10075	639	6842	478	3766	2662	2302	154	172
NM_001286983	MKKS	chr2	136699515	136717142	-	17627	1634	300	338	229	171	606	575	761	658
NM_001285488	MKNK1	chr4	115511802	115551861	+	40059	2593	327	309	326	267	398	437	337	335
NM_018810	MKRN1	chr6	39347819	39370368	-	22549	2936	791	708	440	412	493	499	601	526
NM_023290	MKRN2	chr6	115551955	115568688	+	16733	2142	368	393	381	354	569	609	715	616
NM_001101431	MKRN2OS	chr6	115533564	115542594	-	9030	2539	0	4	6	1	8	11	5	5
NM_133241	MLC1	chr15	88786313	88808983	-	22670	2329	0	0	0	0	0	0	0	1
NM_010801	MLF1	chr3	67178018	67203922	+	25904	1116	3	37	17	19	10	9	20	5
NM_026810	MLH1	chr9	111130731	111174112	-	43381	2598	173	215	175	121	372	317	251	208
NM_175337	MLH3	chr12	86575469	86611514	-	36045	5428	62	82	53	22	49	64	60	66
NM_027150	MLIP	chr9	76949890	77195677	-	245787	1224	0	0	0	0	0	0	3	0
NM_029005	MLKL	chr8	113835699	113861803	-	26104	1702	184	305	93	209	150	185	154	180
NM_010804	MLLT10	chr2	17976863	18134017	+	157154	4171	454	594	415	408	612	587	517	480
NM_010806	MLLT4	chr17	13897547	14042801	+	145254	7383	1033	1496	462	746	949	1066	743	890
NM_053015	MLPH	chr1	92811676	92847719	+	36043	4484	1	2	9	6	36	24	55	154
NM_025962	MMACHC	chr4	116375038	116380990	-	5952	1930	89	132	109	88	289	349	287	249
NM_026178	MMD	chr11	90110789	90139887	+	29098	2661	752	600	630	765	824	730	2913	1599
NM_001289462	MME	chr3	63099356	63187635	+	88279	6088	3	0	1	1	1	0	10	6
NM_008606	MMP11	chr10	75385968	75395208	-	9240	2247	1674	443	328	199	38	39	890	308
NM_008609	MMP15	chr8	97876236	97898193	+	21957	4279	12	6	3	12	5	5	4	5
NM_011846	MMP17	chr5	130090088	130114086	+	23998	3489	1	4	4	5	4	2	2	2
NM_008610	MMP2	chr8	95351226	95377319	+	26093	3041	40025	9909	36254	8222	5522	6584	930	2252
NM_010808	MMP24	chr2	155601079	155644102	+	43023	3669	1	0	3	2	0	1	1	1
NM_028152	MMS19	chr19	42018196	42055626	-	37430	3568	783	1021	617	626	641	655	508	527
NM_199467	MMS22L	chr4	24423608	24530095	+	106487	4465	94	387	62	218	309	302	44	41
NM_008612	MNAT1	chr12	74224703	74374975	+	150272	2505	323	398	208	234	348	418	244	244
NM_029797	MND1	chr3	83891855	83959708	-	67853	874	12	22	7	11	39	30	55	34
NM_019944	MNX1	chr5	29800362	29805010	-	4648	1456	0	0	0	0	0	0	0	0
NM_145571	MOB1A	chr6	83276032	83290943	+	14911	1562	1562	2001	1668	1549	1538	1352	1504	1186
NM_028308	MOB2	chr7	149194457	149246939	-	52482	1456	204	270	212	213	348	376	295	285
NM_175308	MOB3C	chr4	115500696	115508788	+	8092	2882	233	228	298	366	182	191	200	163
NM_025283	MOB4	chr1	55188088	55211743	+	23655	2826	633	915	688	875	1226	1298	861	907
NM_001160330	MOCS3	chr2	168056121	168057803	+	1682	1682	131	210	199	194	303	249	191	143
NM_177448	MOGAT2	chr7	106367593	106387121	-	19528	1772	0	3	0	0	1	0	0	0
NM_020619	MOGS	chr6	83065499	83068892	+	3393	2770	844	1110	1644	1347	1916	1700	1134	1000
NM_011973	MOK	chr12	112046007	112079149	-	33142	1693	15	36	5	6	11	25	10	12
NM_010816	MORC1	chr16	48431349	48631018	+	199669	3050	0	0	0	0	0	0	0	0
NM_001168230	MORF4L2	chrX	133267489	133278225	-	10736	1628	3287	4676	4855	4582	4914	4558	2000	2000
NM_029309	MORN5	chr2	35904992	35935229	+	30237	690	10	2	4	3	0	1	2	4
NM_020021	MOS	chr4	3797804	3799252	-	1448	1448	1	2	0	0	4	2	7	2
NM_027409	MOSPD1	chrX	50697770	50723736	-	25966	2247	435	331	234	259	386	418	461	562
NM_001163440	MOV10	chr3	104597749	104621481	-	23732	3588	501	798	175	183	435	365	420	225
NM_010820	MPDZ	chr4	80924403	81088709	-	164306	7515	922	1327	558	732	643	614	1171	826
NM_025837	MPI	chr9	57392074	57400559	-	8485	1757	189	242	375	243	558	621	321	334
NM_007863	MPP3	chr11	101860966	101888269	-	27303	2847	0	0	0	0	0	0	0	0
NM_001081287	MPP7	chr18	7347959	7626861	-	278902	4975	490	336	355	433	384	386	648	474
NM_172630	MPPE1	chr18	67385183	67405484	-	20301	1643	97	143	73	61	90	125	69	113
NM_001143683	MPPED2	chr2	106533615	106708517	+	174902	2662	0	0	0	0	0	0	0	0
NM_001001880	MPZL1	chr1	167522311	167564672	-	42361	2250	544	657	1087	1126	532	748	132	239
NM_007962	MPZL2	chr9	44850426	44862126	+	11700	3216	0	0	0	0	7	11	45	209
NM_001093749	MPZL3	chr9	44863263	44883125	+	19862	1035	3	1	1	5	4	12	2	7
NM_008209	MR1	chr1	156975007	156993910	-	18903	2509	386	275	76	65	21	21	179	79
NM_001005423	MREG	chr1	72205806	72258881	-	53075	2493	2	10	6	11	6	12	33	136
NM_026242	MRFAP1	chr5	37186105	37187993	-	1888	1630	3187	4652	3608	3779	5186	5281	3104	2475
NM_145379	MRGPRF	chr7	152486813	152495462	+	8649	2006	1083	742	404	241	214	183	110	93
NM_001281466	MROH2A	chr1	90123594	90158864	+	35270	4948	0	0	1	1	2	4	3	0
NM_001282443	MROH6	chr15	75713363	75719153	-	5790	3372	7	8	19	15	22	14	20	34
NM_001126487	MROH7	chr4	106353021	106400535	-	47514	4346	2	0	1	0	0	0	0	0
NM_001039557	MROH8	chr2	157034283	157105285	-	71002	3318	2	9	5	6	5	4	1	1
NM_030071	MROH9	chr1	164954432	165015801	-	61369	2956	1	0	1	0	0	0	0	0
NM_026154	MRPL10	chr11	96902899	96910527	+	7628	1682	594	868	743	681	1813	2011	1140	1002
NM_026732	MRPL14	chr17	45823320	45835444	+	12124	595	297	450	242	310	627	668	688	454
NM_025300	MRPL15	chr1	4763278	4775807	-	12529	1918	218	314	283	295	1013	1141	554	744
NM_025606	MRPL16	chr19	11844904	11849436	+	4532	1124	358	425	438	407	1011	1060	763	773
NM_025301	MRPL17	chr7	112952295	112959601	-	7306	6712	470	739	963	782	1754	1787	1129	971
NM_053161	MRPL27	chr11	94515104	94521401	+	6297	730	200	237	131	149	465	507	369	381
NM_024227	MRPL28	chr17	26260447	26263558	+	3111	1065	445	656	475	568	1248	1149	732	560
NM_029271	MRPL32	chr13	14702567	14705304	-	2737	768	188	301	300	259	799	751	431	372
NM_023167	MRPL4	chr9	20807180	20813281	+	6101	1287	200	346	223	269	670	675	439	418
NM_025927	MRPL45	chr11	97177029	97191234	+	14205	2431	374	443	231	235	697	814	721	784
NM_023331	MRPL46	chr7	85920226	85927975	-	7749	1029	124	169	162	157	468	491	244	342
NM_026744	MRPL53	chr6	83059101	83059926	+	825	606	340	392	348	287	957	784	770	578
NM_025317	MRPL54	chr10	80727466	80729671	-	2205	587	262	417	154	255	304	341	401	344
NM_026035	MRPL55	chr11	59016018	59019504	+	3486	780	53	68	46	45	167	143	100	119
NM_011885	MRPS12	chr7	29524659	29526800	-	2141	684	151	219	270	235	472	541	365	264
NM_025485	MRPS22	chr9	98489149	98502098	-	12949	1215	138	227	229	198	675	652	393	350
NM_207207	MRPS26	chr2	130389492	130391130	+	1638	962	418	610	828	655	1520	1498	1070	849
NM_173757	MRPS27	chr13	100114740	100185516	+	70776	1534	203	344	294	231	690	750	457	404
NM_020560	MRPS31	chr8	23521811	23540137	+	18326	1536	192	253	263	263	564	562	594	432
NM_023260	MRPS34	chr17	25032064	25033218	+	1154	898	293	382	428	383	1227	1181	902	803
NM_001190264	MRPS36	chr13	101505894	101514614	-	8720	710	98	121	76	81	151	174	128	113
NM_080456	MRPS6	chr16	92058580	92112472	+	53892	635	2630	3313	1321	1692	3602	3605	2242	1351
NM_026422	MRRF	chr2	35991917	36045803	+	53886	2032	255	264	150	164	412	436	431	379
NM_001034898	MS4A15	chr19	11052796	11067740	-	14944	1713	0	0	0	0	0	0	0	0
NM_001251849	MS4A18	chr19	11071514	11092453	-	20939	1385	0	0	0	0	0	0	0	0
NM_183190	MS4A5	chr19	11348355	11358303	-	9948	945	0	0	0	0	0	0	0	0
NM_022430	MS4A8	chr19	11141960	11155593	-	13633	1082	0	0	0	0	0	0	0	0
NM_008628	MSH2	chr17	88071896	88123053	+	51157	3056	389	563	237	249	424	398	255	221
NM_008629	MSI1	chr5	115879693	115904211	+	24518	1551	8	9	8	2	1	1	2	3
NM_020597	MSMB	chr14	32955208	32971512	+	16304	521	0	0	0	0	0	0	0	0
NM_013759	MSRB1	chr17	24873586	24879723	+	6137	886	297	456	282	295	324	312	539	472
NM_010834	MSTN	chr1	53118506	53124923	+	6417	2682	0	0	0	0	0	0	0	0
NM_013603	MT3	chr8	96676506	96678048	+	1542	538	0	0	0	0	0	0	0	0
NM_024433	MTAP	chr4	88783273	88826994	+	43721	2558	948	1522	1198	1155	1058	973	615	484
NM_019758	MTCH2	chr2	90687311	90706791	+	19480	2420	1184	1467	1023	966	2370	2509	2373	2256
NM_025547	MTERF3	chr13	67013033	67034008	-	20975	1345	231	326	325	314	528	517	370	426
NM_199301	MTG1	chr7	147323462	147336685	+	13223	1436	88	78	74	65	195	209	242	195
NM_001083328	MTG2	chr2	179805297	179820607	+	15310	1560	157	180	94	91	265	267	328	273
NM_026829	MTHFS	chr9	89106027	89135063	+	29036	768	86	62	36	24	48	72	92	86
NM_001256102	MTIF3	chr5	147763148	147775373	-	12225	4147	244	275	153	175	406	462	442	356
NM_023858	MTMR2	chr9	13553624	13610925	+	57301	3017	594	1013	781	823	949	936	705	654
NM_001040699	MTMR7	chr8	41635512	41720146	-	84634	2470	5	9	10	25	5	6	6	9
NM_177594	MTMR9	chr14	64142446	64162790	-	20344	2408	437	584	348	338	660	581	600	498
NM_145712	MTNR1B	chr9	15667057	15679000	-	11943	1244	0	0	0	0	0	0	0	0
NM_026157	MTPAP	chr18	4375589	4397328	+	21739	2651	289	324	488	467	649	650	407	447
NM_008098	MTPN	chr6	35458823	35489888	-	31065	4042	5482	7133	5886	6750	6199	5748	4035	3631
NM_175374	MTRF1L	chr10	4522597	4534654	+	12057	2621	86	153	123	91	186	144	115	132
NM_198625	MTSS1L	chr8	113245383	113265300	+	19917	4709	2699	1016	623	334	1680	1536	1759	1291
NM_001005863	MTUS1	chr8	42076265	42219080	-	142815	6335	276	399	86	63	1075	1170	2141	1535
NM_029920	MTUS2	chr5	148768895	149127641	+	358746	7543	3	6	3	1	1	0	0	2
NM_001162945	MTX3	chr13	93614741	93628185	+	13444	6275	426	435	463	324	477	488	459	447
NM_010844	MUC5AC	chr7	148974915	149005040	+	30125	8505	0	0	0	0	0	0	0	0
NM_028801	MUC5B	chr7	149024976	149058990	+	34014	14963	0	0	3	1	0	0	0	0
NM_181729	MUC6	chr7	148819947	148841207	-	21260	8168	2	4	8	16	0	2	2	4
NM_026509	MURC	chr4	48676385	48686364	+	9979	2044	10	9	2	5	3	7	5	10
NM_008650	MUT	chr17	41071633	41098938	+	27305	3675	647	735	497	453	1623	1669	4642	4601
NM_010751	MXD1	chr6	86597038	86619153	-	22115	4661	353	303	1275	1130	521	427	708	698
NM_016662	MXD3	chr13	55426528	55431091	-	4563	1194	23	194	16	76	41	39	8	10
NM_010753	MXD4	chr5	34519228	34530359	-	11131	1179	1119	1195	329	403	865	688	1628	1252
NM_016776	MYBBP1A	chr11	72254879	72265052	+	10173	4117	1437	2906	2824	3350	3632	3697	1144	1095
NM_008652	MYBL2	chr2	162880370	162910423	+	30053	3702	43	235	27	172	165	194	12	23
NM_010850	MYCN	chrX	5044021	5046383	-	2362	2362	0	0	0	0	0	1	0	0
NM_008656	MYF5	chr10	106919963	106923190	-	3227	2083	0	0	1	1	0	0	1	0
NM_175260	MYH10	chr11	68505416	68630126	+	124710	7783	2140	4129	1263	2663	1284	1347	3116	2624
NM_001271540	MYH14	chr7	51861172	51926213	-	65041	6457	0	0	1	0	0	3	7	21
NM_010855	MYH4	chr11	67051313	67073949	+	22636	6037	0	0	0	0	0	0	0	0
NM_001164171	MYH6	chr14	55560757	55585444	-	24687	6079	0	0	0	0	0	0	0	0
NM_001085378	MYH7B	chr2	155436978	155460043	+	23065	6101	3	10	3	3	5	1	2	0
NM_022410	MYH9	chr15	77591014	77672605	-	81591	7435	7672	12173	6865	12826	2099	1938	2207	1910
NM_021285	MYL1	chr1	66970869	66991630	-	20761	994	0	0	1	0	0	0	4	0
NM_023402	MYL12B	chr17	71323302	71339856	-	16554	939	2001	2554	1763	2034	1150	1183	1043	691
NM_022879	MYL7	chr11	5796639	5798785	-	2146	590	0	0	0	0	0	0	0	0
NM_153789	MYLIP	chr13	45485110	45507309	+	22199	2983	2163	857	1041	734	411	345	1131	788
NM_001081397	MYO16	chr8	10153922	10633950	+	480028	6296	0	0	2	6	0	1	0	0
NM_001081219	MYO1A	chr10	127142311	127157996	+	15685	3353	2	16	13	8	10	5	2	2
NM_008659	MYO1C	chr11	75465010	75488136	+	23126	5272	1637	2688	1303	1442	1543	1561	3222	2696
NM_053214	MYO1F	chr17	33692651	33744709	+	52058	3833	1	0	1	0	0	0	0	0
NM_001164573	MYO1H	chr5	114764949	114814585	+	49636	3626	26	23	19	21	1	1	9	28
NM_010864	MYO5A	chr9	74919012	75071494	+	152482	11683	7537	4152	3254	2605	2293	1800	1343	1343
NM_201600	MYO5B	chr18	74602272	74931131	+	328859	6647	0	1	1	0	0	0	3	0
NM_001256081	MYO7A	chr7	105199563	105268003	-	68440	7481	317	127	152	65	22	7	34	14
NM_173018	MYO9A	chr9	59598980	59776673	+	177693	11974	1213	1428	916	1013	875	733	986	895
NM_001142322	MYO9B	chr8	73796612	73884611	+	87999	7297	2047	2553	2421	2463	1121	1015	815	792
NM_010866	MYOD1	chr7	53631843	53634462	+	2619	1854	0	0	0	0	0	0	0	0
NM_031189	MYOG	chr1	136186580	136189125	+	2545	1480	0	0	0	0	0	0	0	0
NM_008664	MYOM2	chr8	15057652	15133419	+	75767	4953	4	1	19	7	0	0	0	1
NM_001033481	MYRF	chr19	10282760	10315238	-	32478	5597	3	5	4	7	2	3	1	1
NM_177239	MYSM1	chr4	94608731	94645791	-	37060	7419	570	518	361	372	313	282	278	360
NM_026526	N6AMT2	chr14	58168434	58190406	-	21972	836	174	230	176	168	394	416	206	144
NM_019870	NAA10	chrX	71162208	71167283	-	5075	965	167	313	207	269	502	440	294	202
NM_001141965	NAA20	chr2	145728976	145742161	+	13185	1142	499	664	506	520	902	956	393	447
NM_001081430	NAA30	chr14	49791901	49810706	+	18805	4597	368	496	502	666	918	883	519	581
NM_028108	NAA50	chr16	44139921	44163477	+	23556	4526	1742	3293	3003	3415	7984	8737	3523	4187
NM_029090	NAA60	chr16	3884618	3904781	+	20163	2425	574	694	673	517	850	808	1395	940
NM_001163687	NAAA	chr5	92686685	92707207	-	20522	2418	470	564	462	463	2011	2506	3342	2048
NM_028279	NAALAD2	chr9	18127464	18190372	-	62908	2690	580	289	400	174	96	55	174	71
NM_001081652	NACAD	chr11	6497825	6506057	-	8232	4893	8	8	14	9	7	8	11	6
NM_025788	NACC1	chr8	87194377	87211761	-	17384	4304	1083	2175	1449	1725	2270	2039	1347	1205
NM_026495	NACC2	chr2	25911055	25978331	-	67276	6370	1068	1098	277	284	337	355	1306	958
NM_001163564	NAF1	chr8	69384115	69414463	+	30348	2990	333	447	617	579	415	384	224	213
NM_013796	NAGPA	chr16	5195372	5204105	-	8733	2152	341	278	170	146	206	244	276	196
NM_001126182	NAIP	chr13	100914017	100972077	-	58060	4782	75	66	61	49	43	40	30	35
NM_001289831	NANOG	chr6	122657506	122664651	+	7145	1995	8	5	0	0	4	3	7	4
NM_194064	NANOS2	chr7	19572872	19574311	+	1439	1439	0	0	0	0	1	0	0	0
NM_026086	NANP	chr2	150855420	150865115	-	9695	1375	86	113	88	109	170	175	121	111
NM_138742	NAP1L3	chrX	119508169	119510994	-	2825	2825	8	21	5	9	9	5	6	5
NM_008672	NAP1L4	chr7	150699483	150735025	-	35542	2313	991	1396	1221	1169	1972	1800	1333	1117
NM_021432	NAP1L5	chr6	58855226	58857120	-	1894	1894	1	6	2	5	1	0	0	2
NM_025898	NAPA	chr7	16683991	16703324	+	19333	2332	1788	1561	1578	1439	1415	1378	1168	1143
NM_019632	NAPB	chr2	148520392	148558156	-	37764	3693	112	84	69	79	80	45	58	66
NM_028017	NAPG	chr18	63137569	63159104	+	21535	3482	352	433	495	403	571	588	559	494
NM_027350	NARS	chr18	64659300	64676211	-	16911	2647	1824	3188	1815	2479	3143	3122	1193	1420
NM_201355	NAT14	chr7	4873852	4876608	+	2756	1612	14	16	9	18	14	20	39	48
NM_029331	NAT8	chr6	85849043	85854932	-	5889	3074	70	64	74	38	65	73	65	79
NM_173437	NAV1	chr1	137331156	137481932	-	150776	12767	1175	1151	1371	1164	1048	909	533	553
NM_173444	NBEAL1	chr1	60237442	60391549	+	154107	12108	509	604	357	410	413	343	693	841
NM_001113204	NCAM1	chr9	49310250	49607174	-	296924	6722	1483	841	1666	1321	51	22	74	28
NM_001113208	NCAM2	chr16	81200941	81624532	+	423591	3565	0	0	0	0	0	0	0	0
NM_146171	NCAPD2	chr6	125118024	125141604	-	23580	4514	279	2106	243	959	1065	1066	342	260
NM_001271601	NCAPH2	chr15	89186149	89203281	+	17132	2514	496	836	490	542	749	855	442	346
NM_026554	NCBP2	chr16	31948631	31958558	+	9927	2037	1225	1681	1297	1460	1920	1655	959	725
NM_025818	NCBP3	chr11	72861368	72897081	+	35713	6284	451	578	353	349	539	473	380	408
NM_001081115	NCCRP1	chr7	29328615	29332273	-	3658	1530	0	0	0	0	0	0	1	0
NM_011986	NCDN	chr4	126420993	126430673	-	9680	3701	373	518	869	721	603	551	328	299
NM_010878	NCK1	chr9	100395421	100446472	-	51051	1685	585	495	451	441	498	484	353	299
NM_176957	NCKAP5	chr1	127810212	128727209	-	916997	2966	19	4	11	6	0	1	6	1
NM_001001884	NCKAP5L	chr15	99252464	99288179	-	35715	4854	548	425	703	641	244	163	140	108
NM_008678	NCOA2	chr1	13129239	13364164	-	234925	8213	975	1354	622	598	1301	1280	1091	1054
NM_011424	NCOR2	chr5	125497522	125659584	-	162062	8745	1904	2004	2657	3233	1856	1603	1860	1455
NM_010746	NCR1	chr7	4289325	4296766	+	7441	1463	0	0	0	0	0	0	0	0
NM_022996	NDFIP1	chr18	38578628	38624060	+	45432	937	1022	1055	1006	1166	761	720	1013	886
NM_008681	NDRG1	chr15	66760879	66801203	-	40324	2890	106	59	191	316	11	13	135	428
NM_013865	NDRG3	chr2	156753077	156817847	-	64770	2644	757	887	637	520	1446	1460	1085	967
NM_025551	NDUFA12	chr10	93661753	93683693	+	21940	561	124	249	205	225	531	441	289	279
NM_026614	NDUFA5	chr6	24468665	24477687	-	9022	549	300	414	395	400	858	748	595	607
NM_028611	NDUFAF7	chr17	79336474	79347392	+	10918	2303	279	343	344	265	915	976	605	525
NM_001033305	NDUFB6	chr4	40217695	40226401	-	8706	534	334	432	380	414	1061	974	720	793
NM_026061	NDUFB8	chr19	44624743	44629905	-	5162	641	680	1147	825	968	2837	2724	2857	2480
NM_023172	NDUFB9	chr15	58765364	58771044	+	5680	651	746	910	783	750	2390	2539	3400	3123
NM_153064	NDUFS2	chr1	173164990	173177243	-	12253	1606	1957	2202	1048	1387	4308	4849	5263	5020
NM_001030274	NDUFS5	chr4	123389952	123395429	-	5477	25	1	2	2	1	5	3	2	4
NM_030087	NDUFV3	chr17	31657059	31668270	+	11211	1579	991	932	863	818	1497	1403	2796	2799
NM_054095	NECAB2	chr8	121970618	121996535	+	25917	1971	0	0	0	0	0	2	0	0
NM_001114386	NEDD4L	chr18	65047409	65377480	+	330071	8163	227	387	195	297	111	74	162	180
NM_001111324	NEDD9	chr13	41405284	41582729	-	177445	4603	580	638	397	660	839	815	237	430
NM_001039094	NEGR1	chr3	156224757	156979428	+	754671	5002	31	14	15	13	104	57	143	42
NM_011848	NEK3	chr8	23238754	23276907	-	38153	2044	75	92	29	30	76	85	56	65
NM_021606	NEK6	chr2	38367216	38443010	+	75794	3168	1423	1984	1285	1208	819	927	355	449
NM_011914	NELFA	chr5	34240828	34278907	-	38079	2161	372	491	348	366	572	554	355	263
NM_021393	NELFB	chr2	25055231	25067009	-	11778	2637	577	770	475	468	601	621	624	516
NM_020580	NELFCD	chr2	174241304	174253003	+	11699	2270	281	546	215	252	745	714	437	366
NM_138580	NELFE	chr17	34987335	34993317	+	5982	1398	349	607	331	392	491	514	380	297
NM_144946	NETO1	chr18	86564343	86671289	+	106946	3531	0	0	0	0	0	0	0	0
NM_010893	NEU1	chr17	35068197	35074242	+	6045	3850	1658	813	343	192	411	477	635	735
NM_173772	NEU4	chr1	95917069	95924907	+	7838	4507	0	0	1	0	0	0	0	0
